k energy
2 0.339150 143.58 -22.39689587
4 0.329239 64.54 -22.58741157
6 0.324841 58.29 -22.60188554
8 0.324016 57.52 -22.60376733
10 0.324128 57.47 -22.60405342
12 0.324340 57.50 -22.60409237
14 0.324463 57.53 -22.60409578
16 0.324506 57.55 -22.60409490
